ProgramYear,CECounty,ESC,TDARegion,SiteID,SiteName,SiteCounty,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,BreakfastDays,BreakfastTotal,BreakfastADP,BreakfastServedFree,BreakfastServedReduced,BreakfastServedPaid,LunchDays,LunchTotal,LunchADP,LunchServedFree,LunchServedReduced,LunchServedPaid,SnackDays,SnackTotal,SnackADP,SnackServedFree,SnackServedReduced,SnackServedPaid,TotalMealsSnacks,BreakfastReimbursement,LunchReimbursement,SnackReimbursement,TotalReimbursement
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,10/01/2017,597,462,0,135,20,10203,510.15,7897,0,2306,20,10269,513.45,7948,0,2321,0,0,0.0,0,0,0,20472,17196.53,27213.07,0.0,44409.6
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,11/01/2017,590,457,0,133,17,8007,471.0,6197,0,1810,17,8195,482.06,6343,0,1852,0,0,0.0,0,0,0,16202,13494.73,21717.61,0.0,35212.34
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,12/01/2017,586,454,0,132,15,7280,485.33,5635,0,1645,15,7205,480.33,5577,0,1628,0,0,0.0,0,0,0,14485,12270.65,19094.79,0.0,31365.44
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,01/01/2018,579,448,0,131,16,7546,471.63,5841,0,1705,16,7644,477.75,5916,0,1728,0,0,0.0,0,0,0,15190,12719.19,20255.88,0.0,32975.07
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,02/01/2018,577,447,0,130,19,8436,444.0,6529,0,1907,19,8502,447.47,6581,0,1921,0,0,0.0,0,0,0,16938,14217.71,22532.3,0.0,36750.01
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,03/01/2018,574,444,0,130,15,7248,483.2,5610,0,1638,15,7276,485.07,5632,0,1644,0,0,0.0,0,0,0,14524,12216.3,19283.08,0.0,31499.38
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,04/01/2018,572,443,0,129,20,9572,478.6,7409,0,2163,20,9527,476.35,7374,0,2153,0,0,0.0,0,0,0,19099,16133.71,25247.61,0.0,41381.32
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,05/01/2018,572,443,0,129,22,9737,442.59,7536,0,2201,22,10226,464.82,7915,0,2311,0,0,0.0,0,0,0,19963,16410.54,27099.94,0.0,43510.48
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,06/01/2018,568,440,0,128,1,453,453.0,351,0,102,1,529,529.0,409,0,120,0,0,0.0,0,0,0,982,764.19,1400.59,0.0,2164.78
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,08/01/2017,481,481,0,0,14,4130,295.0,4130,0,0,14,5744,410.29,5744,0,0,0,0,0.0,0,0,0,9874,8631.7,19012.64,0.0,27644.34
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,09/01/2017,480,480,0,0,20,6166,308.3,6166,0,0,20,8094,404.7,8094,0,0,0,0,0.0,0,0,0,14260,12886.94,26791.14,0.0,39678.08
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,10/01/2017,479,479,0,0,20,7933,396.65,7933,0,0,20,7990,399.5,7990,0,0,0,0,0.0,0,0,0,15923,16579.97,26446.9,0.0,43026.87
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,11/01/2017,472,472,0,0,17,6487,381.59,6487,0,0,17,6718,395.18,6718,0,0,0,0,0.0,0,0,0,13205,13557.83,22236.58,0.0,35794.41
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,12/01/2017,459,459,0,0,15,5375,358.33,5375,0,0,15,5794,386.27,5794,0,0,0,0,0.0,0,0,0,11169,11233.75,19178.14,0.0,30411.89
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,01/01/2018,463,463,0,0,16,5549,346.81,5549,0,0,16,6108,381.75,6108,0,0,0,0,0.0,0,0,0,11657,11597.41,20217.48,0.0,31814.89
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,02/01/2018,460,460,0,0,20,6610,330.5,6610,0,0,20,7242,362.1,7242,0,0,0,0,0.0,0,0,0,13852,13814.9,23971.02,0.0,37785.92
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,03/01/2018,456,456,0,0,17,5641,331.82,5641,0,0,15,5787,385.8,5787,0,0,0,0,0.0,0,0,0,11428,11789.69,19154.97,0.0,30944.66
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,04/01/2018,455,455,0,0,23,7430,323.04,7430,0,0,23,7586,329.83,7586,0,0,0,0,0.0,0,0,0,15016,15528.7,25109.66,0.0,40638.36
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,05/01/2018,453,453,0,0,23,8065,350.65,8065,0,0,23,8323,361.87,8323,0,0,0,0,0.0,0,0,0,16388,16855.85,27549.13,0.0,44404.98
2017-2018,HIDALGO,1,5,22,IDEA MONTERREY PARK COLLEGE PREP,BEXAR,06/01/2018,448,448,0,0,1,366,366.0,366,0,0,1,374,374.0,374,0,0,0,0,0.0,0,0,0,740,764.94,1237.94,0.0,2002.88
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,08/01/2017,483,483,0,0,14,1916,136.86,1916,0,0,14,4912,350.86,4912,0,0,0,0,0.0,0,0,0,6828,4004.44,16258.72,0.0,20263.16
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,09/01/2017,463,463,0,0,20,6867,343.35,6867,0,0,20,7395,369.75,7395,0,0,0,0,0.0,0,0,0,14262,14352.03,24477.45,0.0,38829.48
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,10/01/2017,441,441,0,0,20,6535,326.75,6535,0,0,20,7422,371.1,7422,0,0,0,0,0.0,0,0,0,13957,13658.15,24566.82,0.0,38224.97
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,11/01/2017,433,433,0,0,17,5248,308.71,5248,0,0,17,5821,342.41,5821,0,0,0,0,0.0,0,0,0,11069,10968.32,19267.51,0.0,30235.83
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,12/01/2017,435,435,0,0,15,4438,295.87,4438,0,0,15,4994,332.93,4994,0,0,0,0,0.0,0,0,0,9432,9275.42,16530.14,0.0,25805.56
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,01/01/2018,426,426,0,0,16,4527,282.94,4527,0,0,16,5369,335.56,5369,0,0,0,0,0.0,0,0,0,9896,9461.43,17771.39,0.0,27232.82
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,02/01/2018,424,424,0,0,19,5356,281.89,5356,0,0,19,6226,327.68,6226,0,0,0,0,0.0,0,0,0,11582,11194.04,20608.06,0.0,31802.1
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,03/01/2018,417,417,0,0,15,4136,275.73,4136,0,0,15,5093,339.53,5093,0,0,0,0,0.0,0,0,0,9229,8644.24,16857.83,0.0,25502.07
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,04/01/2018,402,402,0,0,20,5378,268.9,5378,0,0,20,6679,333.95,6679,0,0,0,0,0.0,0,0,0,12057,11240.02,22107.49,0.0,33347.51
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,05/01/2018,402,402,0,0,22,6712,305.09,6712,0,0,22,7428,337.64,7428,0,0,0,0,0.0,0,0,0,14140,14028.08,24586.68,0.0,38614.76
2017-2018,HIDALGO,1,5,23,IDEA WALZEM COLLEGE PREPARATORY,BEXAR,06/01/2018,402,402,0,0,1,366,366.0,366,0,0,1,365,365.0,365,0,0,0,0,0.0,0,0,0,731,764.94,1208.15,0.0,1973.09
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,08/01/2017,341,341,0,0,14,4046,289.0,4046,0,0,14,4287,306.21,4287,0,0,0,0,0.0,0,0,0,8333,8456.14,14189.97,0.0,22646.11
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,09/01/2017,343,343,0,0,22,6206,282.09,6206,0,0,22,6307,286.68,6307,0,0,0,0,0.0,0,0,0,12513,12970.54,20876.17,0.0,33846.71
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,10/01/2017,339,339,0,0,22,5998,272.64,5998,0,0,22,6152,279.64,6152,0,0,0,0,0.0,0,0,0,12150,12535.82,20363.12,0.0,32898.94
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,11/01/2017,334,334,0,0,17,4899,288.18,4899,0,0,17,4949,291.12,4949,0,0,0,0,0.0,0,0,0,9848,10238.91,16381.19,0.0,26620.1
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,12/01/2017,322,322,0,0,16,4342,271.38,4342,0,0,16,4318,269.88,4318,0,0,0,0,0.0,0,0,0,8660,9074.78,14292.58,0.0,23367.36
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,01/01/2018,315,315,0,0,17,4178,245.76,4178,0,0,17,4559,268.18,4559,0,0,0,0,0.0,0,0,0,8737,8732.02,15090.29,0.0,23822.31
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,02/01/2018,306,306,0,0,20,4996,249.8,4996,0,0,20,5080,254.0,5080,0,0,0,0,0.0,0,0,0,10076,10441.64,16814.8,0.0,27256.44
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,03/01/2018,302,302,0,0,16,3822,238.88,3822,0,0,16,4014,250.88,4014,0,0,0,0,0.0,0,0,0,7836,7987.98,13286.34,0.0,21274.32
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,04/01/2018,300,300,0,0,22,5611,255.05,5611,0,0,22,5409,245.86,5409,0,0,0,0,0.0,0,0,0,11020,11726.99,17903.79,0.0,29630.78
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,05/01/2018,297,297,0,0,23,6115,265.87,6115,0,0,23,5998,260.78,5998,0,0,0,0,0.0,0,0,0,12113,12780.35,19853.38,0.0,32633.73
2017-2018,HIDALGO,1,5,24,IDEA EASTSIDE COLLEGE PREP,BEXAR,06/01/2018,296,296,0,0,1,213,213.0,213,0,0,1,259,259.0,259,0,0,0,0,0.0,0,0,0,472,445.17,857.29,0.0,1302.46
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,08/01/2017,243,188,0,55,14,2860,204.29,2214,0,646,14,3004,214.57,2325,0,679,0,0,0.0,0,0,0,5864,4068.3,7960.56,0.0,12028.86
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,09/01/2017,238,184,0,54,20,4023,201.15,3114,0,909,20,4221,211.05,3267,0,954,0,0,0.0,0,0,0,8244,5722.2,11185.83,0.0,16908.03
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,10/01/2017,234,181,0,53,20,3849,192.45,2979,0,870,20,4209,210.45,3258,0,951,0,0,0.0,0,0,0,8058,5474.25,11154.87,0.0,16629.12
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,11/01/2017,230,178,0,52,19,3057,160.89,2366,0,691,19,3455,181.84,2674,0,781,0,0,0.0,0,0,0,6512,4347.8,9155.53,0.0,13503.33
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,12/01/2017,222,172,0,50,16,2867,179.19,2219,0,648,16,3020,188.75,2337,0,683,0,0,0.0,0,0,0,5887,4077.65,8001.84,0.0,12079.49
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,01/01/2018,225,174,0,51,16,3224,201.5,2495,0,729,16,3252,203.25,2517,0,735,0,0,0.0,0,0,0,6476,4584.95,8617.92,0.0,13202.87
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,02/01/2018,225,174,0,51,19,3767,198.26,2916,0,851,19,3893,204.89,3013,0,880,0,0,0.0,0,0,0,7660,5358.3,10316.23,0.0,15674.53
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,03/01/2018,225,174,0,51,15,2957,197.13,2289,0,668,15,3063,204.2,2371,0,692,0,0,0.0,0,0,0,6020,4206.15,8117.89,0.0,12324.04
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,04/01/2018,225,174,0,51,20,3972,198.6,3074,0,898,20,4033,201.65,3122,0,911,0,0,0.0,0,0,0,8005,5648.9,10689.11,0.0,16338.01
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,05/01/2018,225,174,0,51,22,4413,200.59,3416,0,997,22,4494,204.27,3478,0,1016,0,0,0.0,0,0,0,8907,6277.1,11908.42,0.0,18185.52
2017-2018,HIDALGO,1,5,25,IDEA JUDSON COLLEGE PREPARATORY,BEXAR,06/01/2018,226,175,0,51,1,193,193.0,149,0,44,1,208,208.0,161,0,47,0,0,0.0,0,0,0,401,273.95,551.24,0.0,825.19
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,08/01/2017,246,190,0,56,14,2503,178.79,1937,0,566,14,3027,216.21,2343,0,684,0,0,0.0,0,0,0,5530,3559.55,8022.09,0.0,11581.64
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,09/01/2017,239,185,0,54,20,3560,178.0,2755,0,805,20,4341,217.05,3360,0,981,0,0,0.0,0,0,0,7901,5062.75,11504.19,0.0,16566.94
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,10/01/2017,238,184,0,54,20,3975,198.75,3077,0,898,23,4329,188.22,3351,0,978,0,0,0.0,0,0,0,8304,5654.15,11473.23,0.0,17127.38
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,11/01/2017,237,183,0,54,18,3140,174.44,2430,0,710,18,3401,188.94,2632,0,769,0,0,0.0,0,0,0,6541,4465.5,9011.83,0.0,13477.33
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,12/01/2017,230,178,0,52,16,2895,180.94,2241,0,654,16,3038,189.88,2351,0,687,0,0,0.0,0,0,0,5933,4117.95,8049.74,0.0,12167.69
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,01/01/2018,230,178,0,52,16,3098,193.63,2398,0,700,16,3218,201.13,2491,0,727,0,0,0.0,0,0,0,6316,4406.5,8528.74,0.0,12935.24
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,02/01/2018,229,177,0,52,19,3702,194.84,2865,0,837,19,3850,202.63,2980,0,870,0,0,0.0,0,0,0,7552,5264.85,10203.1,0.0,15467.95
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,03/01/2018,229,177,0,52,15,2899,193.27,2244,0,655,15,3059,203.93,2368,0,691,0,0,0.0,0,0,0,5958,4123.5,8107.57,0.0,12231.07
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,04/01/2018,226,175,0,51,20,3883,194.15,3005,0,878,20,4089,204.45,3165,0,924,0,0,0.0,0,0,0,7972,5522.15,10836.51,0.0,16358.66
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,05/01/2018,225,174,0,51,22,4272,194.18,3307,0,965,22,4459,202.68,3451,0,1008,0,0,0.0,0,0,0,8731,6076.75,11815.93,0.0,17892.68
2017-2018,HIDALGO,1,5,26,IDEA MAYS COLLEGE PREPARATORY,BEXAR,06/01/2018,223,173,0,50,1,174,174.0,135,0,39,1,196,196.0,152,0,44,0,0,0.0,0,0,0,370,247.95,520.28,0.0,768.23
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,08/01/2017,107,80,15,12,14,918,65.57,655,132,131,14,1263,90.21,950,189,124,0,0,0.0,0,0,0,2181,1376.95,3742.85,0.0,5119.8
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,09/01/2017,104,76,16,12,20,1542,77.1,1145,254,143,20,1846,92.3,1423,301,122,0,0,0.0,0,0,0,3388,2414.95,5633.62,0.0,8048.57
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,10/01/2017,100,75,15,10,22,1618,73.55,1191,275,152,22,1839,83.59,1411,307,121,0,0,0.0,0,0,0,3457,2528.6,5610.97,0.0,8139.57
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,11/01/2017,93,67,12,14,18,1118,62.11,857,161,100,18,1388,77.11,1082,194,112,0,0,0.0,0,0,0,2506,1763.2,4189.64,0.0,5952.84
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,12/01/2017,91,66,12,13,15,978,65.2,744,108,126,15,1135,75.67,878,139,118,0,0,0.0,0,0,0,2113,1496.4,3356.69,0.0,4853.09
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,01/01/2018,90,67,10,13,16,985,61.56,772,108,105,16,1162,72.63,909,139,114,0,0,0.0,0,0,0,2147,1539.1,3457.74,0.0,4996.84
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,02/01/2018,91,64,11,16,19,1161,61.11,907,114,140,19,1368,72.0,1045,173,150,0,0,0.0,0,0,0,2529,1794.55,4020.88,0.0,5815.43
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,03/01/2018,90,66,11,13,15,855,57.0,663,88,104,15,1083,72.2,824,142,117,0,0,0.0,0,0,0,1938,1319.05,3186.29,0.0,4505.34
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,04/01/2018,90,66,11,13,20,1208,60.4,937,131,140,20,1436,71.8,1113,182,141,0,0,0.0,0,0,0,2644,1871.7,4268.64,0.0,6140.34
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,05/01/2018,89,65,12,12,22,1277,58.05,983,151,143,22,1600,72.73,1238,217,145,0,0,0.0,0,0,0,2877,1982.1,4785.8,0.0,6767.9
2017-2018,HIDALGO,1,5,27,IDEA Najim College Preparatory,BEXAR,06/01/2018,89,65,12,12,1,49,49.0,38,5,6,1,77,77.0,64,9,4,0,0,0.0,0,0,0,126,75.55,239.59,0.0,315.14
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,08/01/2017,123,89,18,16,14,883,63.07,645,104,134,14,1474,105.29,1038,212,224,0,0,0.0,0,0,0,2357,1319.75,4140.06,0.0,5459.81
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,09/01/2017,121,83,19,19,20,1309,65.45,952,161,196,20,2132,106.6,1552,315,265,0,0,0.0,0,0,0,3441,1958.25,6157.12,0.0,8115.37
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,10/01/2017,119,83,18,18,20,1707,85.35,1206,230,271,20,2164,108.2,1514,323,327,0,0,0.0,0,0,0,3871,2525.3,6078.8,0.0,8604.1
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,11/01/2017,120,87,15,18,18,1571,87.28,1115,220,236,18,1800,100.0,1297,244,259,0,0,0.0,0,0,0,3371,2341.05,5104.12,0.0,7445.17
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,12/01/2017,120,87,14,19,17,1510,88.82,1124,184,202,17,1656,97.41,1246,186,224,0,0,0.0,0,0,0,3166,2294.4,4752.88,0.0,7047.28
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,01/01/2018,119,88,15,16,18,1701,94.5,1306,213,182,17,1721,101.24,1308,207,206,0,0,0.0,0,0,0,3422,2648.95,5012.19,0.0,7661.14
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,02/01/2018,118,88,15,15,22,2016,91.64,1577,278,161,19,1993,104.89,1533,273,187,0,0,0.0,0,0,0,4009,3211.15,5941.59,0.0,9152.74
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,03/01/2018,116,87,15,14,15,1638,109.2,1258,221,159,15,1623,108.2,1255,222,146,0,0,0.0,0,0,0,3261,2569.65,4857.01,0.0,7426.66
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,04/01/2018,114,87,15,12,20,1999,99.95,1528,275,196,20,2107,105.35,1630,290,187,0,0,0.0,0,0,0,4106,3131.55,6312.13,0.0,9443.68
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,05/01/2018,114,85,15,14,22,2260,102.73,1698,307,255,22,2254,102.45,1762,300,192,0,0,0.0,0,0,0,4514,3493.15,6780.1,0.0,10273.25
2017-2018,HIDALGO,1,5,28,IDEA Brackenridge College Preparatory,BEXAR,06/01/2018,385,278,40,67,1,109,109.0,81,15,13,1,109,109.0,81,15,13,0,0,0.0,0,0,0,218,167.4,316.83,0.0,484.23
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,08/01/2017,125,72,25,28,14,1519,108.5,873,280,366,14,1533,109.5,936,281,316,0,0,0.0,0,0,0,3052,2043.55,4039.11,0.0,6082.66
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,09/01/2017,122,68,26,28,20,2088,104.4,1194,444,450,20,2137,106.85,1288,462,387,0,0,0.0,0,0,0,4225,2868.3,5758.63,0.0,8626.93
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,10/01/2017,120,70,23,27,20,2015,100.75,1137,427,451,20,2156,107.8,1291,460,405,0,0,0.0,0,0,0,4171,2744.2,5769.76,0.0,8513.96
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,11/01/2017,118,68,21,29,17,1673,98.41,994,311,368,17,1773,104.29,1091,335,347,0,0,0.0,0,0,0,3446,2300.85,4721.39,0.0,7022.24
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,12/01/2017,117,68,21,28,15,1463,97.53,873,253,337,15,1551,103.4,951,282,318,0,0,0.0,0,0,0,3014,1995.7,4092.45,0.0,6088.15
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,01/01/2018,117,68,21,28,16,1569,98.06,944,266,359,16,1633,102.06,1020,300,313,0,0,0.0,0,0,0,3202,2145.4,4371.27,0.0,6516.67
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,02/01/2018,117,69,22,26,19,1911,100.58,1139,342,430,19,1964,103.37,1248,385,331,0,0,0.0,0,0,0,3875,2618.15,5380.32,0.0,7998.47
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,03/01/2018,117,71,20,26,15,1532,102.13,930,256,346,15,1577,105.13,1011,292,274,0,0,0.0,0,0,0,3109,2102.5,4302.99,0.0,6405.49
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,04/01/2018,117,71,20,26,20,2016,100.8,1225,348,443,20,2051,102.55,1337,371,343,0,0,0.0,0,0,0,4067,2781.25,5638.85,0.0,8420.1
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,05/01/2018,117,72,19,26,22,2276,103.45,1410,377,489,22,2256,102.55,1477,401,378,0,0,0.0,0,0,0,4532,3160.85,6203.2,0.0,9364.05
2017-2018,HIDALGO,1,5,29,IDEA Ewing Halsell College Preparatory,BEXAR,06/01/2018,117,72,19,26,1,86,86.0,52,16,18,1,95,95.0,61,17,17,0,0,0.0,0,0,0,181,119.6,258.01,0.0,377.61
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,08/01/2017,668,668,0,0,14,6974,498.14,6974,0,0,14,8052,575.14,8052,0,0,0,0,0.0,0,0,0,15026,14575.66,26652.12,0.0,41227.78
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,09/01/2017,664,664,0,0,20,10236,511.8,10236,0,0,20,11474,573.7,11474,0,0,0,0,0.0,0,0,0,21710,21393.24,37978.94,0.0,59372.18
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,10/01/2017,657,657,0,0,24,10233,426.38,10233,0,0,24,11019,459.13,11019,0,0,0,0,0.0,0,0,0,21252,21386.97,36472.89,0.0,57859.86
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,11/01/2017,654,654,0,0,19,8554,450.21,8554,0,0,19,9706,510.84,9706,0,0,0,0,0.0,0,0,0,18260,17877.86,32126.86,0.0,50004.72
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,12/01/2017,649,649,0,0,16,6567,410.44,6567,0,0,16,7487,467.94,7487,0,0,0,0,0.0,0,0,0,14054,13725.03,24781.97,0.0,38507.0
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,01/01/2018,648,648,0,0,18,8624,479.11,8624,0,0,16,9188,574.25,9188,0,0,0,0,0.0,0,0,0,17812,18024.16,30412.28,0.0,48436.44
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,02/01/2018,648,648,0,0,21,10506,500.29,10506,0,0,19,10519,553.63,10519,0,0,0,0,0.0,0,0,0,21025,21957.54,34817.89,0.0,56775.43
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,03/01/2018,646,646,0,0,17,8224,483.76,8224,0,0,15,8497,566.47,8497,0,0,0,0,0.0,0,0,0,16721,17188.16,28125.07,0.0,45313.23
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,04/01/2018,693,693,0,0,23,11861,515.7,11861,0,0,21,11920,567.62,11920,0,0,0,0,0.0,0,0,0,23781,24789.49,39455.2,0.0,64244.69
2017-2018,HIDALGO,1,5,35,IDEA MONTOPOLIS COLLEGE PREPARATORY,TRAVIS,05/01/2018,642,642,0,0,25,12462,498.48,12462,0,0,23,12485,542.83,12485,0,0,0,0,0.0,0,0,0,24947,26045.58,41325.35,0.0,67370.93
